,auc_rnx,pearsonr,cca_stress,mds_isotonic,sammon_nlm,n_neighbors,min_dist
0,0.2675336094323853,0.42601836352550776,676730.1421879842,0.8980505366631087,0.3939009779613142,2,0.0010000000000000007
1,0.27035104931001985,0.4378533314565315,660837.2971727961,0.890010075618363,0.39471704196166757,2,0.002154434690031885
2,0.2657453918515627,0.41396526680962564,689563.4566128,0.9047519440703771,0.3930968037375346,2,0.004641588833612782
3,0.2600577897850879,0.4119904560355949,698963.4115099364,0.9060359565602091,0.39149966352923793,2,0.009999999999999998
4,0.266979712663841,0.40376541736956395,689505.3852134878,0.9085662995589202,0.3943697885719567,2,0.021544346900318843
5,0.2617576371998564,0.40730106007613726,699117.6863680073,0.9073716962482947,0.39541443119263664,2,0.0464158883361278
6,0.25598921523763496,0.38217898292458674,716433.0271286867,0.9200357552731662,0.3947730640315425,2,0.09999999999999999
7,0.2591685499435268,0.38015072381937376,725065.1573188729,0.9181840974409264,0.3976072509553869,2,0.21544346900318836
8,0.2416587141740026,0.3077685135483607,784023.299650827,0.9483745037963853,0.40241980890617635,2,0.46415888336127786
9,0.23464753359702453,0.2900947353441664,811197.1787264637,0.9545805930725548,0.40034509511343225,2,1.0
10,0.39523314502744467,0.650671080356203,382665.08549892483,0.7399798191215127,0.4388683840126344,3,0.0010000000000000007
11,0.3985033832549835,0.6429383284306258,410615.0529872725,0.7589975347610223,0.42742896113382517,3,0.002154434690031885
12,0.4003362899956338,0.6063879941639261,420749.39951747673,0.7835838830419555,0.440224812509168,3,0.004641588833612782
13,0.3994011317540919,0.6636969584978604,372832.6680363843,0.7380867425996662,0.4466453573570307,3,0.009999999999999998
14,0.4010717555136905,0.6096808773987736,401488.26632217236,0.7779141306800665,0.4446636590161456,3,0.021544346900318843
15,0.3945345808828068,0.578273346770485,465230.4455169148,0.8112025210647464,0.44552182463862156,3,0.0464158883361278
16,0.3680101523351142,0.4264279091981745,532590.0471367565,0.8943341728939601,0.4470282534589376,3,0.09999999999999999
17,0.3950097544695761,0.590626039118077,420513.00895806187,0.8031807918719912,0.43546332365268564,3,0.21544346900318836
18,0.3726572736278657,0.5901166879475044,436762.36367259873,0.8055346309113135,0.41180847655545094,3,0.46415888336127786
19,0.3373949279604152,0.6239246474526524,414129.83112742763,0.773099381254598,0.41805367347926603,3,1.0
20,0.42147868368336866,0.7121183271839061,341036.0316323671,0.692637411327914,0.4525943535213788,4,0.0010000000000000007
21,0.41102403054763514,0.6643539824852014,380525.47908107564,0.7393314205219599,0.4684309256250563,4,0.002154434690031885
22,0.41565346509471285,0.6804257337448488,375236.9524713177,0.7255264542184978,0.4675076337613084,4,0.004641588833612782
23,0.41198330834806735,0.657483288819825,362745.37204086833,0.7490345473990473,0.4581150949468746,4,0.009999999999999998
24,0.4051072851696339,0.6214536213468589,395991.7715025922,0.7747585451649917,0.45067237588505754,4,0.021544346900318843
25,0.40895264732755243,0.6344339330081843,380474.3110345366,0.769523356038572,0.45267612549637665,4,0.0464158883361278
26,0.411822394773188,0.6899624307590813,366954.4072982268,0.7174526668661914,0.4437461511561069,4,0.09999999999999999
27,0.40276137048495136,0.6412691243018803,380662.402528864,0.763104579531169,0.43938930819172173,4,0.21544346900318836
28,0.39180529351867155,0.6759498130884051,362022.9827620759,0.7283832375626768,0.4362714226516475,4,0.46415888336127786
29,0.34632821307139405,0.6271736762035511,429975.93941630446,0.7756028551758303,0.4188773832071415,4,1.0
30,0.41145304740878846,0.6171142168039199,372830.69429918425,0.7836652808057379,0.45889021562731974,5,0.0010000000000000007
31,0.4174800186485069,0.6592059177952738,348369.2791340768,0.7480712625823585,0.46849006195963,5,0.002154434690031885
32,0.4210515989441209,0.6697507309545908,378756.4399454972,0.73835871752856,0.47754806750051354,5,0.004641588833612782
33,0.421971875494384,0.661837966837367,371953.7132816472,0.7460540597064992,0.4727368076662867,5,0.009999999999999998
34,0.41591929070978617,0.644533869912258,376152.4308178765,0.7600760002736907,0.4769232772358701,5,0.021544346900318843
35,0.4169879685536485,0.6692745755266994,360150.09522311087,0.7368383263270933,0.4523857792190677,5,0.0464158883361278
36,0.41616060799759064,0.6497368353261643,383448.70363542787,0.7553167828342618,0.465649708537241,5,0.09999999999999999
37,0.41028310926289974,0.6376701781524533,377765.957378187,0.7659587052962766,0.45275564062823276,5,0.21544346900318836
38,0.3851774095984277,0.6241462782846152,416595.87125628244,0.775557512672163,0.46010571913670045,5,0.46415888336127786
39,0.348770501782572,0.5891112546505417,440365.54415247176,0.8018260505791662,0.42994011218250194,5,1.0
40,0.4144132488381063,0.6303380337501729,380395.3392677754,0.7719701024583437,0.46604866779931386,6,0.0010000000000000007
41,0.4187977795118817,0.6621808272335304,371076.5600002431,0.7454859892564037,0.4667328380019552,6,0.002154434690031885
42,0.42540898680158207,0.721328367062448,336853.0528131044,0.6824292548591588,0.4719651444131273,6,0.004641588833612782
43,0.4183259573928083,0.6595952944414397,367924.64567522774,0.7469690132428036,0.48184449740737556,6,0.009999999999999998
44,0.42419971451150684,0.7083966223582459,360213.0821757491,0.6962613740407483,0.4788492174819432,6,0.021544346900318843
45,0.4204454790923507,0.6716154550910945,379286.89607929677,0.7351154266078936,0.4707418817342996,6,0.0464158883361278
46,0.42111066350391363,0.6787218453017223,374642.7098596328,0.723057300123172,0.5009440927129281,6,0.09999999999999999
47,0.4104841319884769,0.6554212389627342,385655.4499559807,0.7498593480175738,0.4549092411045475,6,0.21544346900318836
48,0.3882483299996695,0.6643306986772212,369964.09255194815,0.7401609422362566,0.43981008537512606,6,0.46415888336127786
49,0.3487839761672429,0.5683517825680755,436797.5595488064,0.8157137637143482,0.4464759259191199,6,1.0
50,0.4161385201586534,0.6435278444430848,375222.1754334338,0.7601379710624805,0.4928632035336166,7,0.0010000000000000007
51,0.42098693571980556,0.6928640229528253,355327.1045635673,0.7140458065992603,0.4813024153452155,7,0.002154434690031885
52,0.420926524646703,0.6825755267825844,355578.9698497422,0.7254523579424983,0.48244424521584783,7,0.004641588833612782
53,0.4179452536307718,0.6717189953866202,369724.18216628354,0.7317569749389055,0.5070538730268783,7,0.009999999999999998
54,0.41531589471562314,0.6653675699095896,371797.2156614152,0.7419494720699117,0.4797021950546872,7,0.021544346900318843
55,0.4202415389839951,0.6936226822999869,338815.2467430702,0.71450429014798,0.46959606456550057,7,0.0464158883361278
56,0.4130179778007602,0.6713824908294135,367507.30775750196,0.7305608062234995,0.4967473703057462,7,0.09999999999999999
57,0.41235976604635405,0.6755213898663087,372448.71757312026,0.7277804848676199,0.4681570102070429,7,0.21544346900318836
58,0.3943303109112565,0.663286570649089,368566.501295416,0.7355628762089167,0.45757317227996125,7,0.46415888336127786
59,0.3508211865566642,0.6041114589422967,418090.9580420902,0.7890029950909472,0.4252786576118556,7,1.0
60,0.4226698829970209,0.6995282370771834,344080.5501542053,0.7016200315888018,0.501285250706835,8,0.0010000000000000007
61,0.4174763805316076,0.6823935896547112,354293.3292170268,0.7243404874636273,0.4802259041697385,8,0.002154434690031885
62,0.41845949525968035,0.6780832072832814,361835.2456890206,0.7267084870277057,0.4938154728671416,8,0.004641588833612782
63,0.4208592176292631,0.7040918702875956,346292.4442022047,0.7008870164622876,0.4845105543433257,8,0.009999999999999998
64,0.4243245141707994,0.7201586368733828,329738.47226060525,0.6820468730915185,0.4882730177939799,8,0.021544346900318843
65,0.4217404066753604,0.6908225107703159,346293.66059033544,0.7142350844151218,0.4887207506769802,8,0.0464158883361278
66,0.4258738921770391,0.7215786504322214,330653.9938238043,0.6724774665540914,0.4965484896312687,8,0.09999999999999999
67,0.4062390787651608,0.6656357329717102,365973.1271098094,0.7368386934080454,0.4695961316303417,8,0.21544346900318836
68,0.38328496619783653,0.6025240573346139,402662.24655763654,0.7897173743226992,0.45003501557244685,8,0.46415888336127786
69,0.35305024394279644,0.6272860197439262,425642.2547940763,0.764992639755581,0.44346530974492987,8,1.0
70,0.41227382499415555,0.6586886945895933,350047.75450818846,0.7486833181974272,0.4720532414000377,9,0.0010000000000000007
71,0.4223538720991941,0.7085891465324078,343448.69038362417,0.6901266025060909,0.5086809110091255,9,0.002154434690031885
72,0.42667173558105764,0.7170337618492084,332357.6113823045,0.6842196419042518,0.490879770114251,9,0.004641588833612782
73,0.41893565339875943,0.6981405343896012,348149.2608038836,0.7057550595716707,0.492572053946582,9,0.009999999999999998
74,0.41963048373753653,0.6917654520769219,349810.3113810596,0.7144712318886436,0.4892776984069774,9,0.021544346900318843
75,0.4222943685868011,0.6972864494047908,347356.0709281361,0.7082544264104071,0.4806712624216798,9,0.0464158883361278
76,0.41899947779040597,0.6961466695925889,343700.0883977568,0.7057906564283715,0.4817779552075279,9,0.09999999999999999
77,0.41268686209173855,0.7005403512263537,354090.91677652264,0.6958162502852614,0.5002274665117766,9,0.21544346900318836
78,0.3870156954126836,0.6319274768250773,375972.82127427845,0.7643922280913903,0.4418271513946695,9,0.46415888336127786
79,0.3485812883098925,0.5866037299639518,426228.12376511504,0.7998312623704054,0.42443687122413426,9,1.0
80,0.41753145436460654,0.696196980041933,329762.9595179473,0.7083550514667494,0.4978262203573883,10,0.0010000000000000007
81,0.4191266130015595,0.7064486850923557,332170.11073903897,0.6936755929926347,0.5037279809131624,10,0.002154434690031885
82,0.4180432743593373,0.6953233109428574,364778.3169220494,0.7023254362169251,0.5152307042236373,10,0.004641588833612782
83,0.41772897775284545,0.7077409264164526,348730.8796969689,0.6907827601949427,0.5142313147103387,10,0.009999999999999998
84,0.4127913022368827,0.6584205814776045,339285.6379905094,0.7481930099964892,0.4776395338392666,10,0.021544346900318843
85,0.41268935617761343,0.6770795639561034,351799.32941408764,0.7305870443776071,0.47434324714584786,10,0.0464158883361278
86,0.41363906250311017,0.6969213395952549,334061.47328192333,0.7072469041863293,0.477407597605403,10,0.09999999999999999
87,0.40370512009908055,0.6804324893723328,344425.8845276823,0.7214013566776188,0.4660868661163313,10,0.21544346900318836
88,0.3896420559323684,0.6648779850830602,374043.95659182733,0.7336675572126558,0.4448410025627229,10,0.46415888336127786
89,0.34928994498402394,0.5795288963942784,434693.7902709375,0.803877599983388,0.4391227074657588,10,1.0
90,0.4189452762726436,0.6954370765834692,352943.0828254935,0.7027387903561853,0.5146449145283244,11,0.0010000000000000007
91,0.42164515894638716,0.7116205565049654,336763.1139341434,0.6879717131166035,0.4974978116324562,11,0.002154434690031885
92,0.413875337016223,0.690693504100685,367167.7922102293,0.7120941636959699,0.5043613363739692,11,0.004641588833612782
93,0.41154525312450024,0.6763944641244064,358109.1521674305,0.726821860019234,0.5008000383238647,11,0.009999999999999998
94,0.41872625688663156,0.6991179332460331,351253.2599126977,0.7044209775132855,0.49727627435760147,11,0.021544346900318843
95,0.417261668818449,0.7051100294071978,340019.78950119973,0.6959649291261821,0.4835875854241509,11,0.0464158883361278
96,0.41580457682666483,0.6951865275337369,351525.4077493746,0.7037019315107911,0.4899972725974881,11,0.09999999999999999
97,0.40841271493456,0.682436302235879,340850.03441804514,0.7195228984011984,0.45703582708838075,11,0.21544346900318836
98,0.3873901787141659,0.6486180509764741,378446.6969887968,0.7457695092304207,0.4521796387115467,11,0.46415888336127786
99,0.3551043399014111,0.6274566202755403,407987.57365433703,0.7623992890780898,0.43631947184385017,11,1.0
100,0.41048046805813526,0.6849541449429948,359328.1967520935,0.7192449537375231,0.4957854275760252,12,0.0010000000000000007
